Carimbo de data/hora;Gênero? ;Idade?;Estado Civil?;Quantos filhos possui?;Qual é o seu grau de escolaridade ?;Qual sua graduação?;Há quanto tempo você é militar?;Na área de qual Distrito Naval você servia antes do curso?;Quantas pessoas residem com você?;Quantas pessoas residem com você contribuem para o orçamento familiar?;Quantas pessoas não residem na mesma casa contribuem para o orçamento?;Até que parcela do orçamento essas pessoas que não residem contribuem?;Você contribui financeiramente com outra pessoa que não mora com você?;Até que parcela do orçamento você contribui  com pessoas que não residem na mesma casa que você?;Quantos cartões de crédito você possui?;Quantas contas bancárias você mantém?;Você investe/poupa parte do seu salário?;Que parte dessa quantia poupada fica em caderneta de poupança?;Por qual motivo você poupa parte do seu salário?;Você tem o hábito de anotar seus gastos?;Você conhece ferramentas que auxiliam no planejamento financeiro pessoal?;Quantas vezes você já deixou de pagar o valor total do cartão de crédito ou utilizou o cheque especial?;Você já pegou algum empréstimo em instituição financeira?;Você tem algum tipo de dívida (empréstimos, financiamentos, rotativo do cartão)?;Qual parte do seu orçamento está comprometido com dívidas acima de 12 meses?;Durante a Infância/adolescência alguém conversou com você sobre poupança, investimentos e demais assuntos ligados às finanças pessoais?;De quantas palestras sobre educação financeira ministradas pela Marinha você já participou?;Onde você adquiriu a maior parte dos seus conhecimentos para gerir o seu dinheiro?;Como você classificaria sua segurança em relação aos seus conhecimentos?
11/4/2018 19:25:12;Masculino;De 21 a 25 anos;Solteiro (a);1;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;9;2;2;0;;1;25%;1;2;30%;30%;Comprar minha casa;Não registro;Não;4 ou mais;Nunca;Não tenho dívidas pessoais;0%;Sim;0;Da minha experiência prática;Satisfatório
11/4/2018 19:26:57;Masculino;De 21 a 25 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;1;1;0;;1;10%;1;1;0%;0%;;Raramente e não analiso os grupos;Conheço mas não utilizo;4 ou mais;Comprar carro/moto, Construir/ comprar a casa própria;Acima de 24 meses com dificuldade em liquidar;Mais de 30%;Não;1;Da minha experiência prática;Moderada
11/4/2018 19:28:03;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;1;3;20%;4 ou mais;;1;1;10%;10%;Para certas emergências;Diariamente  e analiso para planejar-me;Sim. Já utilizei por algum tempo;4 ou mais;Nunca;Não tenho dívidas pessoais;0%;Sim;0;Em casa com a família;Moderada
11/4/2018 19:29:02;Masculino;Acima de 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Mais de 10 anos;5;1;0;0;;0;;1;1;10%;0%;Para certas emergências;Raramente e não analiso os grupos;Conheço mas não utilizo;2;Comprar carro/moto;Abaixo de 24 meses com prestação em dia;Mais de 30%;Sim;4 ou mais;Na internet;Moderada
11/4/2018 19:29:54;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;4 ou mais;0;;0;;2;1;10%;Mais de 30%;Comprar minha casa;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;4 ou mais;Nunca;Não tenho dívidas pessoais;0%;Não;1;Em conversa com amigos;Moderada
11/4/2018 19:31:56;Masculino;De 21 a 25 anos;Separado (a)/Divorciado (a);2;Especialização;Cabo;Entre 2 e 5 anos;6;4 ou mais;4 ou mais;1;20%;2;20%;2;2;Mais de 30%;10%;Outros fins;Raramente e não analiso os grupos;Conheço mas não utilizo;4 ou mais;Outro;Acima de 24 meses com dificuldade em liquidar;30%;Sim;4 ou mais;Da minha experiência prática;Excelente
11/4/2018 19:33:31;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;3;1;0;;0;;1;1;0%;0%;;Raramente e não analiso os grupos;Não;4 ou mais;Nunca;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;4 ou mais;Em casa com a família;Inseguro
11/4/2018 19:34:48;Masculino;De 21 a 25 anos;Viúvo (a);2;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;1;0;;1;30%;2;2;0%;0%;;Não registro;Não;3;Pagar uma dívida;Abaixo de 24 meses com prestação em dia;30%;Não;0;Em conversa com amigos;Excelente
11/4/2018 19:35:41;Masculino;De 21 a 25 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;9;1;0;0;;0;;1;1;0%;0%;;Não registro;Não;4 ou mais;Nunca;Não tenho dívidas pessoais;0%;Sim;0;Da minha experiência prática;Moderada
11/4/2018 19:36:37;Masculino;De 21 a 25 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;1;0;0;;1;;1;3;0%;0%;;Não registro;Não;2;Pagar uma dívida;Acima de 24 meses com dificuldade em liquidar;Mais de 30%;Não;1;Em conversa com amigos;Moderada
11/4/2018 19:38:10;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;2;1;0;;0;;1;2;Mais de 30%;30%;Comprar minha casa;Não registro;Conheço mas não utilizo;0;Nunca;Não tenho dívidas pessoais;0%;Sim;3;Em revistas, livros, TV e rádio;Moderada
11/4/2018 19:39:13;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;4 ou mais;0;;0;;1;1;10%;10%;Para certas emergências;Não registro;Não;4 ou mais;Comprar carro/moto;Abaixo de 24 meses com prestação em dia;0%;Sim;2;Da minha experiência prática;Moderada
11/4/2018 19:43:03;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;3;1;1;10%;1;20%;1;2;0%;0%;;Não registro;Não;4 ou mais;Pagar uma dívida;Acima de 24 meses com dificuldade em liquidar;Mais de 30%;Não;0;Na internet;Inseguro
11/4/2018 19:44:00;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;1;1;0;0;;0;;1;2;10%;10%;Outros fins;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;0;Nunca;Não tenho dívidas pessoais;0%;Não;1;Na internet, Em palestras ministradas na Marinha;Satisfatório
11/4/2018 19:48:52;Masculino;De 21 a 25 anos;Solteiro (a);1;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;3;1;0;;0;;1;4 ou mais;10%;10%;Comprar minha casa, Para certas emergências;Raramente e não analiso os grupos;Conheço mas não utilizo;0;Construir/ comprar a casa própria;Acima de 24 meses com dificuldade em liquidar;30%;Sim;2;Em casa com a família, Da minha experiência prática, Em palestras ministradas na Marinha;Moderada
11/4/2018 19:51:57;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;4 ou mais;0;;1;;1;1;0%;0%;;Não registro;Conheço mas não utilizo;0;Outro;Abaixo de 24 meses com prestação em dia;10%;Sim;1;Em casa com a família, Da minha experiência prática;Moderada
11/4/2018 19:55:22;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;2;2;0;;0;;1;1;10%;10%;Comprar carro/moto;Não registro;Conheço mas não utilizo;0;;Não tenho dívidas pessoais;0%;Sim;2;Em conversa com amigos;Satisfatório
11/4/2018 19:53:13;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;1;3;0;0;;0;;3;1;20%;Mais de 30%;Comprar minha casa;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;0;Nunca;Não tenho dívidas pessoais;0%;Não;0;Em aulas na universidade;Excelente
11/4/2018 19:58:27;Masculino;De 21 a 25 anos;Solteiro (a);0;Especialização;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;3;0;;1;40%;1;2;10%;0%;Comprar minha casa;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;4 ou mais;Pagar uma dívida;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;1;Em casa com a família, Em conversa com amigos;Moderada
11/4/2018 20:00:19;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;3;3;0;;1;10%;0;1;0%;0%;;Diariamente  e analiso para planejar-me;Não;4 ou mais;Outro;Abaixo de 24 meses com prestação em dia;20%;Não;0;Da minha experiência prática;Moderada
11/4/2018 20:01:33;Masculino;De 21 a 25 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;1;0;0;;0;;2;2;10%;10%;Para certas emergências;Diariamente  e analiso para planejar-me;Não;0;Construir/ comprar a casa própria;Acima de 24 meses com prestação em dia.;10%;Sim;1;Da minha experiência prática;Moderada
11/4/2018 20:43:43;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;2;4 ou mais;4 ou mais;0;;0;;4 ou mais;4 ou mais;Mais de 30%;Mais de 30%;Outros fins;Não registro;Utilizo e são muito úteis para a minha vida;0;Outro;Acima de 24 meses com prestação em dia.;10%;Sim;2;Em casa com a família;Excelente
11/4/2018 20:45:05;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;3;3;0;;0;;3;1;20%;20%;Para certas emergências;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;1;Comprar carro/moto;Abaixo de 24 meses com prestação em dia;Mais de 30%;Não;1;Da minha experiência prática;Satisfatório
11/4/2018 20:46:44;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;2;0;;1;10%;1;1;30%;30%;Comprar minha casa;Diariamente  e analiso para planejar-me;Não;0;Nunca;Não tenho dívidas pessoais;0%;Sim;2;Em casa com a família;Satisfatório
11/4/2018 20:47:44;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;1;0;;0;;0;3;0%;0%;;Não registro;Não;0;Nunca;Não tenho dívidas pessoais;0%;Não;2;Da minha experiência prática;Inseguro
11/4/2018 20:48:39;Masculino;De 21 a 25 anos;Casado (a)/União Estável;1;Especialização;Cabo;Entre 2 e 5 anos;6;4 ou mais;1;0;;0;;1;1;0%;0%;;Raramente e não analiso os grupos;Conheço mas não utilizo;0;Comprar carro/moto;Acima de 24 meses com prestação em dia.;30%;Sim;2;Em casa com a família;Inseguro
11/4/2018 20:54:01;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Mais de 10 anos;1;2;0;0;;0;;1;1;0%;0%;Para certas emergências;Raramente e não analiso os grupos;Conheço mas não utilizo;0;Nunca;Não tenho dívidas pessoais;0%;Sim;2;Em palestras ministradas na Marinha;Satisfatório
11/4/2018 20:54:58;Masculino;Acima de 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;0;0;0;;0;;1;2;10%;10%;Para certas emergências;Diariamente  e analiso para planejar-me;Sim. Já utilizei por algum tempo;3;Comprar carro/moto;Acima de 24 meses com prestação em dia.;20%;Sim;1;Na internet;Moderada
11/4/2018 20:56:07;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Médio Completo;Cabo;Mais de 10 anos;1;2;1;0;;0;;2;2;0%;0%;;Não registro;Não;4 ou mais;Comprar carro/moto, Pagar uma dívida;Abaixo de 24 meses com dificuldade em liquidar;30%;Não;0;Na internet;Inseguro
11/4/2018 20:57:01;Masculino;Acima de 30 anos;Casado (a)/União Estável;0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;1;1;1;10%;0;;1;1;10%;10%;Para realizar viagens;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;0;Comprar carro/moto;Não tenho dívidas pessoais;10%;Não;1;Em revistas, livros, TV e rádio;Moderada
11/4/2018 20:58:04;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Entre 8 e 10 anos;1;1;1;0;;0;;2;2;0%;0%;Para certas emergências;Diariamente  e analiso para planejar-me;Sim. Já utilizei por algum tempo;0;Nunca;Acima de 24 meses com prestação em dia.;30%;Não;4 ou mais;Da minha experiência prática;Satisfatório
11/4/2018 21:00:17;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Completo;Cabo;Mais de 10 anos;1;1;1;0;;0;;1;1;0%;0%;;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;3;Pagar uma dívida;Acima de 24 meses com prestação em dia.;Mais de 30%;Sim;0;Em casa com a família;Satisfatório
11/4/2018 21:01:32;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Superior Completo;Cabo;Mais de 10 anos;1;2;0;0;;0;;1;1;0%;0%;;Raramente e não analiso os grupos;Conheço mas não utilizo;4 ou mais;Comprar carro/moto, Pagar uma dívida;Acima de 24 meses com prestação em dia.;20%;Não;1;Em conversa com amigos, Em aulas na universidade, Na internet;Moderada
11/4/2018 21:02:30;Masculino;Acima de 30 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Mais de 10 anos;1;1;1;0;;0;;2;1;10%;10%;Para certas emergências, Outros fins;Raramente e não analiso os grupos;Conheço mas não utilizo;4 ou mais;Comprar carro/moto;Abaixo de 24 meses com prestação em dia;10%;Não;4 ou mais;Em conversa com amigos;Satisfatório
11/4/2018 21:04:17;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;1;1;1;;1;20%;1;1;0%;0%;;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;1;Outro;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;1;Da minha experiência prática;Moderada
11/4/2018 21:05:12;Masculino;De 26 a 30 anos;Casado (a)/União Estável;2;Ensino Médio Completo;Cabo;Mais de 10 anos;1;3;0;0;;0;;1;1;0%;0%;;Não registro;Conheço mas não utilizo;0;Pagar uma dívida;Não tenho dívidas pessoais;10%;Sim;2;Em casa com a família;Moderada
11/4/2018 21:06:50;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Mais de 10 anos;1;2;1;0;;1;15%;2;2;0%;0%;;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;4 ou mais;;Acima de 24 meses com prestação em dia.;30%;Não;2;Em conversa com amigos, Da minha experiência prática;Inseguro
11/4/2018 21:08:57;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Mais de 10 anos;1;3;2;0;;0;;2;1;0%;0%;;Não registro;Conheço mas não utilizo;0;Outro;Não tenho dívidas pessoais;Mais de 30%;Sim;0;Em casa com a família;Moderada
11/4/2018 21:09:47;Masculino;De 26 a 30 anos;Solteiro (a);1;Ensino Superior Completo;Cabo;Mais de 10 anos;1;3;3;0;;0;;1;1;0%;0%;;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;4 ou mais;Pagar uma dívida;Acima de 24 meses com prestação em dia.;10%;Sim;4 ou mais;Em aulas na universidade;Moderada
11/4/2018 21:10:43;Masculino;De 26 a 30 anos;Solteiro (a);2;Ensino Médio Completo;Cabo;Mais de 10 anos;1;4 ou mais;1;0;;1;;1;1;30%;10%;Outros fins;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;0;Nunca;Não tenho dívidas pessoais;0%;Não;0;Na internet;Moderada
11/4/2018 21:11:42;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;7;2;1;0;;0;;0;1;0%;0%;;Não registro;Conheço mas não utilizo;4 ou mais;Pagar uma dívida;Acima de 24 meses com prestação em dia.;Mais de 30%;Sim;4 ou mais;Em casa com a família;Moderada
11/4/2018 21:12:37;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Completo;Cabo;Mais de 10 anos;1;1;1;0;;0;;2;1;20%;20%;Comprar minha casa, Comprar carro/moto, Para certas emergências, Para realizar viagens, Outros fins;Diariamente  e analiso para planejar-me;Sim. Já utilizei por algum tempo;0;Construir/ comprar a casa própria, Pagar uma dívida, Outro;Acima de 24 meses com prestação em dia.;10%;Não;0;Em aulas na universidade, Da minha experiência prática;Satisfatório
11/4/2018 21:13:48;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;2;1;0;;1;10%;1;1;20%;20%;Outros fins;Diariamente  e analiso para planejar-me;Sim. Já utilizei por algum tempo;0;Outro;Não tenho dívidas pessoais;Mais de 30%;Sim;1;Em casa com a família;Satisfatório
11/4/2018 21:15:12;Masculino;Acima de 30 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Mais de 10 anos;5;2;1;0;;1;10%;2;1;10%;10%;Para certas emergências;Raramente e não analiso os grupos;Conheço mas não utilizo;0;Pagar uma dívida, Outro;Acima de 24 meses com prestação em dia.;10%;Não;1;Em conversa com amigos;Moderada
11/4/2018 21:16:47;Masculino;Acima de 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Mais de 10 anos;1;2;0;0;;0;;3;2;0%;0%;;Não registro;Não;4 ou mais;Construir/ comprar a casa própria;Acima de 24 meses com prestação em dia.;30%;Sim;0;Em casa com a família;Moderada
11/4/2018 21:19:07;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;1;1;0;;1;30%;1;1;10%;0%;Para certas emergências;Diariamente  e analiso para planejar-me;Sim. Já utilizei por algum tempo;4 ou mais;Comprar carro/moto, Pagar uma dívida, Outro;Acima de 24 meses com dificuldade em liquidar;Mais de 30%;Não;1;Na internet, Da minha experiência prática;Satisfatório
11/4/2018 21:20:47;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Superior Completo;Cabo;Entre 8 e 10 anos;1;2;0;0;;0;;1;1;10%;0%;Para certas emergências;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;0;Construir/ comprar a casa própria;Abaixo de 24 meses com prestação em dia;20%;Não;0;Na internet;Satisfatório
11/4/2018 21:23:17;Masculino;Acima de 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 8 e 10 anos;1;1;0;0;;0;;1;1;0%;0%;;Não registro;Não;0;Outro;Não tenho dívidas pessoais;0%;Não;1;Na internet;Moderada
11/4/2018 21:24:27;Masculino;Acima de 30 anos;Casado (a)/União Estável;1;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;2;1;0;;1;20%;2;1;10%;10%;Outros fins;Diariamente  e analiso para planejar-me;Sim. Já utilizei por algum tempo;0;Nunca;Não tenho dívidas pessoais;0%;Não;2;Na internet;Moderada
11/4/2018 21:25:39;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Mais de 10 anos;1;2;2;0;;0;;0;1;0%;0%;;Raramente e não analiso os grupos;Conheço mas não utilizo;0;Pagar uma dívida;Não tenho dívidas pessoais;0%;Não;1;Da minha experiência prática, Em palestras ministradas na Marinha;Satisfatório
11/4/2018 21:26:35;Masculino;Acima de 30 anos;Casado (a)/União Estável;0;Ensino Superior Completo;Cabo;Mais de 10 anos;9;1;1;0;;1;20%;1;1;0%;0%;;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;0;Nunca;Não tenho dívidas pessoais;0%;Não;0;Em aulas na universidade;Satisfatório
11/4/2018 21:28:54;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Mais de 10 anos;1;1;1;0;;0;;1;1;0%;0%;;Não registro;Conheço mas não utilizo;0;Comprar carro/moto;Abaixo de 24 meses com dificuldade em liquidar;Mais de 30%;Não;0;Em aulas na universidade;Inseguro
11/4/2018 21:29:49;Masculino;Acima de 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Mais de 10 anos;2;3;1;0;;0;;1;2;0%;0%;;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;4 ou mais;Pagar uma dívida;Acima de 24 meses com prestação em dia.;30%;Sim;1;Em casa com a família;Satisfatório
11/4/2018 21:30:48;Masculino;De 26 a 30 anos;Separado (a)/Divorciado (a);0;Ensino Médio Completo;Cabo;Entre 8 e 10 anos;1;1;0;0;;1;;0;1;0%;0%;;Diariamente  e analiso para planejar-me;Não;4 ou mais;Outro;Acima de 24 meses com prestação em dia.;30%;Não;0;Na internet;Inseguro
11/4/2018 21:31:55;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;2;2;0;;0;;1;1;0%;0%;;Não registro;Não;4 ou mais;Nunca;Não tenho dívidas pessoais;0%;Não;0;Da minha experiência prática;Inseguro
11/4/2018 21:38:35;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;3;3;0;;0;;1;1;10%;10%;Outros fins;Raramente e não analiso os grupos;Conheço mas não utilizo;4 ou mais;Outro;Acima de 24 meses com dificuldade em liquidar;30%;Não;2;Em revistas, livros, TV e rádio;Satisfatório
11/4/2018 21:39:37;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;2;1;0;;0;;1;1;0%;0%;;Não registro;Conheço mas não utilizo;2;Outro;Abaixo de 24 meses com dificuldade em liquidar;0%;Sim;2;Em conversa com amigos, Em revistas, livros, TV e rádio;Satisfatório
11/4/2018 21:41:18;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;3;2;0;;0;;3;2;20%;Mais de 30%;Comprar minha casa;Não registro;Não;0;Comprar carro/moto;Acima de 24 meses com prestação em dia.;20%;Sim;0;Em casa com a família, Em conversa com amigos;Moderada
11/4/2018 21:43:01;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;3;0;;0;;2;1;10%;10%;Comprar minha casa;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;0;Outro;Abaixo de 24 meses com prestação em dia;0%;Não;2;Da minha experiência prática;Moderada
11/4/2018 21:44:14;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;3;3;0;;0;;1;2;0%;0%;;Raramente e não analiso os grupos;Não;0;Comprar carro/moto;Acima de 24 meses com prestação em dia.;Mais de 30%;Sim;2;Em casa com a família;Moderada
11/4/2018 21:44:58;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;3;2;0;;0;;1;1;Mais de 30%;Mais de 30%;Comprar minha casa, Para certas emergências;Não registro;Não;0;Nunca;Não tenho dívidas pessoais;0%;Sim;1;Em casa com a família;Satisfatório
11/4/2018 21:46:20;Masculino;De 21 a 25 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;6;1;0;0;;0;;2;1;0%;0%;;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;0;Nunca;Não tenho dívidas pessoais;0%;Sim;4 ou mais;Da minha experiência prática;Moderada
11/4/2018 21:47:28;Masculino;De 21 a 25 anos;Casado (a)/União Estável;0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;2;0;;0;;1;2;20%;20%;Outros fins;Raramente e não analiso os grupos;Não;0;Outro;Acima de 24 meses com prestação em dia.;Mais de 30%;Sim;4 ou mais;Em casa com a família;Satisfatório
11/4/2018 21:48:36;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;1;0;;1;30%;1;1;10%;10%;Comprar minha casa;Diariamente  e analiso para planejar-me;Não;4 ou mais;Nunca;Abaixo de 24 meses com prestação em dia;10%;Sim;1;Em casa com a família;Moderada
11/4/2018 21:50:20;Masculino;De 21 a 25 anos;Solteiro (a);1;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;5;3;1;0;;1;70%;2;3;0%;0%;;Não registro;Não;4 ou mais;Pagar uma dívida;Acima de 24 meses com prestação em dia.;Mais de 30%;Sim;0;Em casa com a família;Moderada
11/4/2018 22:52:52;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;1;3;2;0;;0;;1;2;30%;30%;Comprar minha casa;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;0;Nunca;Não tenho dívidas pessoais;0%;Não;2;Em aulas na universidade;Moderada
11/4/2018 22:53:57;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;2;4 ou mais;20%;1;20%;2;1;10%;Mais de 30%;Comprar minha casa;Raramente e não analiso os grupos;Conheço mas não utilizo;4 ou mais;Nunca;Abaixo de 24 meses com prestação em dia;30%;Sim;4 ou mais;Em conversa com amigos;Moderada
11/4/2018 22:54:59;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;1;2;2;0;;0;;1;1;10%;10%;Para certas emergências;Raramente e não analiso os grupos;Conheço mas não utilizo;0;Nunca;Não tenho dívidas pessoais;0%;Sim;2;Em casa com a família;Satisfatório
11/4/2018 22:56:10;Masculino;De 21 a 25 anos;Solteiro (a);1;Ensino Médio Completo;Marinheiro;Entre 5 e 8 anos;1;1;0;0;;1;25%;0;1;0%;0%;;Raramente e não analiso os grupos;Não;2;Construir/ comprar a casa própria;Acima de 24 meses com prestação em dia.;20%;Não;1;Da minha experiência prática;Moderada
11/4/2018 22:57:28;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;3;1;0;;1;10%;1;1;10%;0%;Comprar minha casa, Comprar carro/moto, Outros fins;Raramente e não analiso os grupos;Conheço mas não utilizo;0;Nunca;Abaixo de 24 meses com prestação em dia;0%;Sim;0;Em casa com a família, Da minha experiência prática;Moderada
11/4/2018 22:58:26;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;9;1;0;2;20%;0;;1;1;10%;Mais de 30%;Comprar carro/moto;Não registro;Conheço mas não utilizo;4 ou mais;;Abaixo de 24 meses com prestação em dia;0%;Sim;4 ou mais;Em casa com a família;Moderada
11/4/2018 23:03:22;Masculino;De 21 a 25 anos;Solteiro (a);1;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;2;2;0;;0;;1;1;10%;10%;Outros fins;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;4 ou mais;Nunca;Não tenho dívidas pessoais;0%;Sim;1;Na internet;Satisfatório
11/4/2018 23:04:53;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;2;2;0;;0;;1;1;0%;0%;;Diariamente  e analiso para planejar-me;Sim. Já utilizei por algum tempo;4 ou mais;Nunca;Não tenho dívidas pessoais;0%;Sim;1;Em conversa com amigos;Moderada
